PUBCHEM_SID,PUBCHEM_EXT_DATASOURCE_REGID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PUBCHEM_ASSAYDATA_REVOKE,Activity Summary,Ratio Activity,Ratio Potency (uM),Ratio Efficacy (%),530 nm Activity,530 nm Potency (uM),530 nm Efficacy (%),460 nm Activity,460 nm Potency (uM),460 nm Efficacy (%),Viability Activity,Viability Potency (uM),Viability Efficacy (%),Blue (460 nm) auto fluorescence outcome,Sample Source
144213166,NCGC00256568-01,2,40,,,,active agonist,active agonist,48.9722075,24.60705778,inactive,,0,active agonist,54.94772057,38.19996454,inactive,,0,inactive,LightBiologicals
144211994,NCGC00256068-01,2,40,,,,active agonist,active agonist,57.09041697,24.53071089,inactive,,0,inconclusive agonist,48.96621656,28.46395586,inactive,,0,inactive,SIGMA
144210646,NCGC00254395-01,2,40,,,,active agonist,active agonist,48.96621656,20.95895256,inactive,,0,active agonist,48.96621656,36.74887432,inactive,,0,inconclusive,Enamine
144207436,NCGC00257792-01,3,30,,,,inconclusive agonist,inconclusive agonist,,,inactive,,0,active agonist,42.8576959,36.77951195,inactive,,0,inactive,SIGMA
144209126,NCGC00259477-01,3,30,,,,inconclusive agonist,inconclusive agonist,,,inactive,,0,active agonist,54.90066917,24.15037468,inactive,,0,inconclusive,SIGMA
144209484,NCGC00259835-01,3,30,,,,inconclusive agonist,inconclusive agonist,,,inactive,,0,inconclusive agonist,1.224109116,33.65371242,inactive,,0,inactive,SigmaAldrich
144209557,NCGC00259908-01,3,30,,,,inconclusive agonist,inconclusive agonist,,,inactive,,0,inconclusive agonist,,,inactive,,0,inactive,SIGMA
144209789,NCGC00260139-01,3,30,,,,inconclusive agonist,inconclusive agonist,,,inactive,,0,inconclusive agonist,,12.05295532,inconclusive antagonist,3.38140885,-40.54792767,inactive,Pfaltz-Bauer
144210709,NCGC00254258-01,3,30,,,,inconclusive agonist,inconclusive agonist,,,active antagonist,10.96217041,-41.52803776,inconclusive agonist,,,active antagonist,8.220468112,-97.54975257,inactive,LightBiologicals
144210712,NCGC00254548-01,3,30,,,,inconclusive agonist,inconclusive agonist,,,inactive,,0,inconclusive agonist,,,inactive,,0,inactive,LightBiologicals
144210977,NCGC00254568-01,3,30,,,,inconclusive agonist,inconclusive agonist,,,inactive,,0,inconclusive agonist,,,inactive,,0,inactive,SIGMA
144211757,NCGC00255108-01,3,30,,,,inconclusive agonist,inconclusive agonist,,,inactive,,0,inconclusive agonist,,,inactive,,0,inactive,LightBiologicals
144211849,NCGC00255171-01,3,30,,,,inconclusive agonist,inconclusive agonist,,,inconclusive,,,inconclusive agonist,,,inconclusive antagonist,4.622708932,-41.88405753,inactive,LightBiologicals
144211934,NCGC00256056-01,3,30,,,,inconclusive agonist,inconclusive agonist,,,inactive,,0,active agonist,6.164481435,21.3701694,inactive,,0,inactive,SIGMA
170464661,NCGC00015523-13,3,30,,,,inconclusive agonist,inconclusive agonist,,,inconclusive agonist,,,active agonist,,15.17997544,inactive,,0,inconclusive,Vitas
170464985,NCGC00094717-06,3,30,,,,inconclusive agonist,inconclusive agonist,,,inactive,,0,inconclusive agonist,,,inconclusive antagonist,0.535378041,-30.12166726,inactive,Microsource
170466020,NCGC00164605-02,3,30,,,,inconclusive agonist,inconclusive agonist,,,inactive,,0,inconclusive agonist,,,inactive,,0,inactive,Sequoia
170466167,NCGC00094815-05,3,30,,,,inconclusive agonist,inconclusive agonist,,,active agonist,,18.86503431,inconclusive agonist,10.68219629,25.23622488,inactive,,0,inconclusive,Vitas
144209673,NCGC00260024-01,3,30,,,,inconclusive agonist,inconclusive agonist,1.321115765,233.2509326,inactive,,0,inconclusive agonist,52.59456591,52.30446037,inconclusive antagonist,6.621263555,-52.51454257,inactive,SIGMA
144210575,NCGC00254091-01,3,30,,,,inconclusive agonist,inconclusive agonist,45.75509475,210.3771884,inconclusive antagonist,36.34456364,-61.51437372,inconclusive agonist,45.75509475,74.51637019,inactive,,0,inactive,Pharma
144209261,NCGC00259612-01,3,30,,,,inconclusive agonist,inconclusive agonist,49.25992066,194.2921692,inconclusive,,,inconclusive agonist,,,inactive,,0,inactive,Sensient
144210534,NCGC00253948-01,3,30,,,,inconclusive agonist,inconclusive agonist,21.92159182,79.85011764,inactive,,0,inconclusive agonist,21.92159182,60.14880384,inactive,,0,inactive,Pharma
144211389,NCGC00254973-01,3,30,,,,inconclusive agonist,inconclusive agonist,61.64481435,63.90292938,inconclusive agonist,12.2997575,37.76419408,inconclusive agonist,,,active antagonist,16.71975395,-71.1577471,inactive,EPA
144208080,NCGC00258436-01,3,30,,,,inconclusive agonist,inconclusive agonist,55.1561721,60.34716212,inconclusive agonist,,,active agonist,53.07957685,113.5795471,inactive,,0,fluorescent,SIGMA
144209108,NCGC00259459-01,3,30,,,,inconclusive agonist,inconclusive agonist,,60.09033694,inconclusive,,,inconclusive agonist,48.88834416,64.66531157,active antagonist,2.671193369,-83.56299225,inactive,SIGMA
144211461,NCGC00255042-01,3,30,,,,inconclusive agonist,inconclusive agonist,55.27054004,57.47947457,inconclusive antagonist,55.27054004,-30.76368745,active agonist,62.0145659,33.90945603,inconclusive antagonist,,,inactive,ChemService
144210818,NCGC00254337-01,3,30,,,,inconclusive agonist,inconclusive agonist,54.94099862,56.74697391,inconclusive,,,active agonist,43.64118645,38.48090232,inconclusive antagonist,48.96621656,-56.57867671,inactive,LightBiologicals
144207461,NCGC00257817-01,3,30,,,,inconclusive agonist,inconclusive agonist,57.70550407,55.90475241,inconclusive agonist,0.040852368,28.63866979,inconclusive agonist,54.47750873,51.27376987,active antagonist,19.32934951,-80.78887392,inactive,SigmaAldrich
144213252,NCGC00256611-01,3,30,,,,inconclusive agonist,inconclusive agonist,48.96621656,55.84775169,inconclusive antagonist,48.96621656,-42.90181857,inconclusive agonist,,15.09390823,inconclusive antagonist,61.64481435,-53.84491569,inactive,Enamine
144208125,NCGC00258481-01,3,30,,,,inconclusive agonist,inconclusive agonist,58.12885092,48.92086303,inconclusive antagonist,65.22164346,-37.95994428,inconclusive agonist,,18.05703056,inconclusive antagonist,61.57320188,-91.50242858,inactive,SigmaAldrich
144211877,NCGC00255427-01,3,30,,,,inconclusive agonist,inconclusive agonist,58.19645745,48.47699206,inactive,,0,inconclusive agonist,36.71948225,21.72540368,inactive,,0,inactive,LightBiologicals
170465643,NCGC00016382-07,3,30,,,,inconclusive agonist,inconclusive agonist,23.91445864,45.21279235,active antagonist,24.85004737,-21.38376516,active agonist,,18.46770673,inactive,,0,inactive,Microsource
170465182,NCGC00016786-15,3,30,,,,inconclusive agonist,inconclusive agonist,26.83246392,40.17032741,inactive,,0,inconclusive agonist,26.83246392,62.27975183,inconclusive antagonist,,,inactive,Microsource
144209348,NCGC00259699-01,3,30,,,,inconclusive agonist,inconclusive agonist,8.057282001,37.77016519,active agonist,23.59691516,27.75919227,active agonist,22.70850606,82.7349085,inactive,,0,inconclusive,SIGMA
144207527,NCGC00257883-01,3,30,,,,inconclusive agonist,inconclusive agonist,4.320371753,36.49427753,inactive,,0,active agonist,4.001177196,38.75625057,active antagonist,20.0533893,-98.45877694,inactive,SigmaAldrich
144211972,NCGC00255467-01,3,30,,,,inconclusive agonist,inconclusive agonist,1.737386926,35.26663131,inconclusive antagonist,61.64481435,-31.83508814,inconclusive agonist,1.737386926,36.81017011,active antagonist,27.53572711,-110.965722,inactive,SIGMA
144208765,NCGC00259116-01,3,30,,,,inconclusive agonist,inconclusive agonist,11.15827766,34.04309685,active agonist,17.6846783,159.9262762,active agonist,19.09547637,225.0701526,inactive,,0,fluorescent,SIGMA
144213493,NCGC00257050-01,3,30,,,,inconclusive agonist,inconclusive agonist,52.15813991,33.6988478,inconclusive,,,inconclusive agonist,46.48599113,27.46704252,inconclusive antagonist,,,inactive,LightBiologicals
144212333,NCGC00255475-01,3,30,,,,inconclusive agonist,inconclusive agonist,61.64481435,31.4943775,inactive,,0,inconclusive agonist,61.64481435,24.38447218,inconclusive antagonist,,,inactive,LightBiologicals
144212693,NCGC00255672-01,3,30,,,,inconclusive agonist,inconclusive agonist,0.554496095,30.28741256,inconclusive antagonist,,,inconclusive agonist,,15.82819808,active antagonist,0.128992708,-57.89397743,inactive,LightBiologicals
144213868,NCGC00257249-01,3,30,,,,inconclusive agonist,inconclusive agonist,34.66966785,28.8926673,inactive,,0,inconclusive agonist,,,inactive,,0,inactive,SIGMA
144208216,NCGC00258571-01,3,30,,,,inconclusive agonist,inconclusive agonist,55.11581643,24.62589885,inactive,,0,active agonist,55.11581643,20.15616223,inactive,,0,inactive,SigmaAldrich
144207510,NCGC00257866-01,3,30,,,,inconclusive agonist,inconclusive agonist,41.40164985,22.86214895,inactive,,0,inconclusive agonist,61.94662472,23.84894982,inconclusive antagonist,61.94662472,-117.965796,inactive,LKT Lab
170466403,NCGC00164581-02,3,30,,,,inconclusive agonist,inconclusive agonist,25.3314794,22.67247748,inactive,,0,inconclusive agonist,18.99592971,25.90592355,inactive,,0,inactive,Sequoia
144207489,NCGC00257845-01,3,30,,,,inconclusive agonist,inconclusive agonist,21.8402966,20.69385375,inconclusive agonist,58.11102448,53.83367366,active agonist,30.85023894,47.34915862,inconclusive agonist,15.46174591,126.4884091,inactive,SIGMA
170466458,NCGC00160648-02,3,30,,,,inconclusive agonist,inconclusive agonist,0.301065197,20.30982072,inactive,,0,inconclusive agonist,,16.44284091,inactive,,0,inconclusive,Vitas
144210160,NCGC00260508-01,3,30,,,,inconclusive agonist,inconclusive agonist,5.677950983,20.13487862,active agonist,21.33986359,47.30106741,active agonist,5.158518258,49.63556711,inactive,,0,inactive,SIGMA
144209515,NCGC00259866-01,3,30,,,,inconclusive agonist,inconclusive agonist,,19.67693743,active agonist,6.801905533,24.91835605,active agonist,1.46261693,26.15867651,inconclusive antagonist,,,inactive,SIGMA
170465072,NCGC00178754-06,3,30,,,,inconclusive agonist,active agonist,,19.52569507,inactive,,0,active agonist,4.419032758,30.37737201,inactive,,0,inactive,Microsource
144211066,NCGC00254654-01,3,30,,,,inconclusive agonist,active agonist,,19.52504864,inactive,,0,active agonist,,12.85052991,active antagonist,0.275357271,-31.92641824,inactive,SIGMA
170464873,NCGC00095150-08,3,30,,,,inconclusive agonist,active agonist,,19.49291363,inactive,,0,active agonist,10.68219629,26.80490647,inactive,,0,inactive,Microsource
170465746,NCGC00163355-05,3,30,,,,inconclusive agonist,inconclusive agonist,,19.21967746,inactive,,0,inconclusive agonist,25.3314794,27.54770727,inactive,,0,inactive,Enzo
144210380,NCGC00254138-01,3,30,,,,inconclusive agonist,inconclusive agonist,,18.98178614,inactive,,0,active agonist,0.32726273,25.27883999,inconclusive antagonist,,,inactive,SIGMA
170465903,NCGC00096122-05,3,30,,,,inconclusive agonist,active agonist,,18.92988876,inactive,,0,inconclusive agonist,2.391445864,31.87468556,inconclusive antagonist,,,inactive,SIGMA
170465125,NCGC00167507-04,3,30,,,,inconclusive agonist,inconclusive agonist,,18.86745003,inactive,,0,inconclusive agonist,,15.3180194,active antagonist,13.44808836,-82.00152167,inactive,Sequoia
144209599,NCGC00259950-01,3,30,,,,inconclusive agonist,inconclusive agonist,,18.73150144,inconclusive agonist,,,active agonist,0.11101768,21.05680331,active antagonist,3.37851211,-53.9285605,inactive,SigmaAldrich
144214013,NCGC00091839-03,3,30,,,,inconclusive agonist,inconclusive agonist,,18.71221827,inactive,,0,inconclusive agonist,17.19335993,22.93229131,inactive,,0,inactive,SIGMA
144212741,NCGC00255963-01,3,30,,,,inconclusive agonist,active agonist,,18.55201776,inactive,,0,active agonist,,15.88934491,inconclusive antagonist,24.54124262,-77.47170435,inactive,MP Biomedicals
