PUBCHEM_SID,PUBCHEM_EXT_DATASOURCE_REGID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PUBCHEM_ASSAYDATA_REVOKE,Activity Summary,Ratio Activity,Ratio Potency (uM),Ratio Efficacy (%),530 nm Activity,530 nm Potency (uM),530 nm Efficacy (%),460 nm Activity,460 nm Potency (uM),460 nm Efficacy (%),Viability Activity,Viability Potency (uM),Viability Efficacy (%),Blue (46 nm) auto fluorescence outcome,Supplier
170465308,NCGC00181016-04,2,75,,,,active agonist,active agonist,0.010280018,82.46411596,inactive,,0,active agonist,0.042526589,78.66850237,inconclusive antagonist,22.57670478,-70.81545494,inactive,CiVentiChem
144212512,NCGC00255697-01,2,67,,,,active agonist,active agonist,0.4041692,106.4635893,inactive,,0,active agonist,1.671975395,156.621746,inconclusive antagonist,,,inactive,Enamine
144211071,NCGC00254659-01,2,66,,,,active agonist,active agonist,0.004364119,56.43954917,active agonist,0.453485301,84.1790952,active agonist,0.006164481,66.15209645,active antagonist,0.419981231,-97.44640686,inactive,SIGMA
144209798,NCGC00260148-01,2,66,,,,active agonist,active agonist,0.004363585,57.04068796,active antagonist,2.064635593,-48.43656252,active agonist,0.006163727,93.24534814,active antagonist,0.236143907,-96.40035477,inactive,SIGMA
144213210,NCGC00256589-01,2,66,,,,active agonist,active agonist,0.194938019,89.99864579,inactive,,0,active agonist,0.665625394,148.695478,active antagonist,26.49902421,-91.98304817,inactive,SIGMA
144208826,NCGC00259177-01,2,65,,,,active agonist,active agonist,0.147991167,83.09332613,inactive,,0,active agonist,0.661052259,136.4074845,inconclusive antagonist,,,inactive,SigmaAldrich
251919756,NCGC00357251-01,2,65,,,,active agonist,active agonist,0.289730281,93.57665641,inactive,,0,active agonist,0.477156181,89.47197722,inactive,,0,,Sigma Chemical Company
170465883,NCGC00181111-02,2,64,,,,active agonist,active agonist,0.01153437,57.49671142,inactive,,0,active agonist,0.012695814,74.07868941,inactive,,0,inactive,Tocris
144212799,NCGC00256738-01,2,62,,,,active agonist,active agonist,0.016719754,54.85909666,active antagonist,10.3489562,-38.76653518,active agonist,0.025501353,110.7973175,active antagonist,2.272810437,-92.27476598,inactive,LightBiologicals
144209572,NCGC00259923-01,2,62,,,,active agonist,active agonist,0.776157183,96.83034374,inactive,,0,active agonist,0.977124001,104.3386188,inconclusive antagonist,,,inactive,SigmaAldrich
144211366,NCGC00254951-01,2,62,,,,active agonist,active agonist,1.139103575,106.3897526,inactive,,0,active agonist,1.490149639,115.7996979,inactive,,0,inactive,SIGMA
170464710,NCGC00167465-02,2,61,,,,active agonist,active agonist,0.000820976,38.33923873,inconclusive agonist,15.08900332,28.76017981,active agonist,0.003938467,59.61639623,active antagonist,24.85004737,-92.09683567,inactive,"Prestwick Chemical, Inc."
144208260,NCGC00258615-01,2,61,,,,active agonist,active agonist,0.70502975,91.3502065,inactive,,0,active agonist,0.652941254,101.8135162,inconclusive antagonist,38.15406155,-81.3587684,inactive,SigmaAldrich
144210441,NCGC00254020-01,2,60,,,,active agonist,active agonist,1.434046438,102.5152764,inactive,,0,active agonist,4.119993672,139.0367291,inconclusive antagonist,,,inactive,SIGMA
144211722,NCGC00255531-01,2,59,,,,active agonist,active agonist,0.097700447,59.43307349,active agonist,13.8005549,66.83836403,active agonist,0.132809726,127.2696129,active antagonist,0.173738693,-49.23239277,inactive,SIGMA
144208203,NCGC00258558-01,2,58,,,,active agonist,active agonist,0.179564298,60.88889748,inactive,,0,active agonist,0.263564345,88.05568844,active antagonist,20.14744561,-103.8196976,inactive,SIGMA
144206824,NCGC00183007-01,2,57,,,,active agonist,active agonist,5.563232635,131.3576958,inactive,,0,active agonist,8.165708775,175.2358689,inactive,,0,inactive,Pharmaron
144208825,NCGC00259176-01,2,55,,,,active agonist,active agonist,1.949857211,82.99512106,inactive,,0,active agonist,5.710438728,82.4200355,inactive,,0,inactive,SigmaAldrich
144208274,NCGC00258629-01,2,54,,,,active agonist,active agonist,0.397627542,56.34608507,inactive,,0,active agonist,0.606470655,83.1996822,active antagonist,48.17367651,-100.3109863,inactive,SIGMA
144213709,NCGC00257348-01,2,54,,,,active agonist,active agonist,3.466966785,93.58093153,inactive,,0,active agonist,2.599858316,96.53478801,inconclusive antagonist,48.9722075,-53.5650309,inactive,LightBiologicals
144208782,NCGC00259133-01,2,53,,,,active agonist,active agonist,1.970387411,73.19143958,inconclusive antagonist,,,active agonist,1.565134354,69.27945053,inconclusive antagonist,22.10811037,-70.23489838,inactive,Sensient
170464987,NCGC00014711-14,2,53,,,,active agonist,active agonist,14.52091178,146.2102627,inactive,,0,active agonist,16.93014018,219.9112269,inactive,,0,inactive,Microsource
144211354,NCGC00254939-01,2,52,,,,active agonist,active agonist,2.916732152,73.66495864,inactive,,0,active agonist,3.671948225,109.357548,inactive,,0,inactive,Sigma DiscoveryCPR
170464671,NCGC00167525-02,2,51,,,,active agonist,active agonist,0.284223874,43.16875765,inactive,,0,active agonist,0.379018627,62.41837514,inactive,,0,inconclusive,Sequoia
144208846,NCGC00259197-01,2,51,,,,active agonist,active agonist,5.383374587,84.6379421,inactive,,0,active agonist,7.178845389,125.4092959,inactive,,0,inactive,SigmaAldrich
144211044,NCGC00254633-01,2,51,,,,active agonist,active agonist,6.164481435,87.54902181,inactive,,0,active agonist,6.656253937,83.50250802,inactive,,0,inactive,SIGMA
144212593,NCGC00255115-01,2,51,,,,active agonist,active agonist,12.2997575,115.276253,inactive,,0,active agonist,13.28097264,107.2584046,inactive,,0,inactive,LightBiologicals
144208102,NCGC00258458-01,2,51,,,,active agonist,active agonist,15.31223702,127.5386428,inactive,,0,active agonist,15.31223702,150.0801083,inactive,,0,inactive,SIGMA
144209579,NCGC00259930-01,2,51,,,,active agonist,active agonist,21.38093716,155.9814635,active agonist,27.97006039,200.3619147,active agonist,27.97006039,953.4302827,active antagonist,28.51193794,-53.18290118,inactive,SIGMA
144208807,NCGC00259158-01,2,51,,,,active agonist,active agonist,22.7169818,173.7958144,inactive,,0,active agonist,21.86170164,228.6639522,inactive,,0,inactive,Sensient
144210196,NCGC00260543-01,2,50,,,,active agonist,active agonist,0.848931233,45.81980179,inactive,,0,active agonist,1.110552715,50.48093118,inactive,,0,inactive,SIGMA
144210409,NCGC00253921-01,2,50,,,,active agonist,active agonist,2.916732152,62.60193737,inactive,,0,active agonist,4.896621656,52.37322433,inactive,,0,inactive,SIGMA
144208823,NCGC00259174-01,2,50,,,,active agonist,active agonist,4.287831999,72.24537059,inactive,,0,active agonist,6.539899794,89.17474008,inactive,,0,inactive,SigmaAldrich
144211336,NCGC00254921-01,2,50,,,,active agonist,active agonist,5.268496174,74.31299694,inactive,,0,active agonist,8.350003721,99.69195267,inactive,,0,inactive,SIGMA
251919745,NCGC00357203-01,2,50,,,,active agonist,active agonist,5.28725044,79.07417163,inactive,,0,active agonist,3.602161789,88.7193828,inconclusive antagonist,,,,Sigma Chemical Company
144209595,NCGC00259946-01,2,49,,,,active agonist,active agonist,5.217875446,67.53450105,inactive,,0,active agonist,11.02792257,82.14654848,inactive,,0,inactive,SIGMA
144208529,NCGC00258883-01,2,49,,,,active agonist,active agonist,7.800518605,82.70748762,inactive,,0,active agonist,17.46318589,101.9082007,inactive,,0,inactive,SIGMA
170466763,NCGC00253704-01,2,49,,,,active agonist,active agonist,12.4545265,99.91234597,active agonist,7.56241583,58.26226545,active agonist,10.68219629,182.2364418,active antagonist,15.08900332,-111.8650117,,GVK
144210785,NCGC00254477-01,2,49,,,,active agonist,active agonist,17.37386926,123.3220245,inactive,,0,active agonist,14.90149639,154.2253519,inactive,,0,inactive,Pfizer
144210609,NCGC00254223-01,2,49,,,,active agonist,active agonist,28.61298815,160.6486126,active agonist,32.10430074,191.4222619,active agonist,34.66542659,846.8024524,active antagonist,18.40333573,-45.8737046,inactive,SIGMA
144210737,NCGC00254261-01,2,48,,,,active agonist,active agonist,4.896621656,57.91490561,inactive,,0,active agonist,6.916661931,74.59766669,inactive,,0,inactive,LightBiologicals
144211065,NCGC00254653-01,2,48,,,,active agonist,active agonist,4.867280576,60.05249924,inactive,,0,active agonist,10.28694415,86.41524757,inactive,,0,inactive,SIGMA
144211251,NCGC00254836-01,2,48,,,,active agonist,active agonist,6.656253937,66.05304906,inactive,,0,active agonist,6.164481435,92.79989377,inactive,,0,inactive,LightBiologicals
144209550,NCGC00259901-01,2,48,,,,active agonist,active agonist,7.158248748,66.35577986,inactive,,0,active agonist,4.516549621,79.36002665,inactive,,0,inactive,SigmaAldrich
144211718,NCGC00256270-01,2,48,,,,active agonist,active agonist,6.916661931,66.41087685,inactive,,0,active agonist,9.402208593,114.8008808,active antagonist,25.50135253,-65.07804627,inactive,SIGMA
144208802,NCGC00259153-01,2,48,,,,active agonist,active agonist,6.763775215,71.92327381,inactive,,0,active agonist,9.19438108,102.6845897,inactive,,0,inactive,SigmaAldrich
144208254,NCGC00258609-01,2,48,,,,active agonist,active agonist,8.315100564,73.4625769,inactive,,0,active agonist,9.882515542,84.02100609,inactive,,0,inactive,SigmaAldrich
144211070,NCGC00254658-01,2,48,,,,active agonist,active agonist,7.760622329,73.91788597,inactive,,0,active agonist,19.49380193,137.1834291,inactive,,0,inactive,SIGMA
144211097,NCGC00254684-01,2,48,,,,active agonist,active agonist,7.468439754,74.372959,inactive,,0,inconclusive agonist,24.54124262,97.04912301,inactive,,0,inactive,SIGMA
144213410,NCGC00256987-01,2,48,,,,active agonist,active agonist,11.61314052,84.44278773,inactive,,0,active agonist,24.5442452,112.548406,inactive,,0,inactive,LightBiologicals
144211741,NCGC00255587-01,2,48,,,,active agonist,active agonist,14.90149639,101.8087847,inactive,,0,active agonist,8.70756147,115.5540482,inconclusive antagonist,,,inactive,LightBiologicals
170465074,NCGC00263538-01,2,48,,,,active agonist,active agonist,15.6793199,104.9793305,inactive,,0,active agonist,15.08900332,137.9323712,inactive,,0,inactive,Tocris
144210951,NCGC00254449-01,2,48,,,,active agonist,active agonist,34.43560448,181.2673249,inactive,,0,active agonist,28.42329208,206.781432,inactive,,0,inactive,SIGMA
144210146,NCGC00260494-01,2,47,,,,active agonist,active agonist,3.44788939,48.73146196,inactive,,0,active agonist,1.728038145,44.26665136,inactive,,0,inactive,SIGMA
144207746,NCGC00258102-01,2,47,,,,active agonist,active agonist,4.302254396,48.74869036,active antagonist,51.13238932,-63.50324547,inconclusive agonist,3.41740214,37.73779973,active antagonist,34.1740214,-101.8489062,inactive,Interchem
144209639,NCGC00259990-01,2,47,,,,active agonist,active agonist,3.313911995,49.82301423,inactive,,0,active agonist,5.152377061,73.38013393,inconclusive antagonist,,,inactive,SIGMA
144209463,NCGC00259814-01,2,47,,,,active agonist,active agonist,5.922958122,57.60816589,inactive,,0,inconclusive agonist,14.59504129,40.1017204,inactive,,0,inactive,SigmaAldrich
144210703,NCGC00254338-01,2,47,,,,active agonist,active agonist,6.916661931,61.59336793,inactive,,0,active agonist,11.39103575,88.45166156,inconclusive antagonist,32.72627301,-32.99959366,inactive,SIGMA
144209549,NCGC00259900-01,2,47,,,,active agonist,active agonist,6.601717544,61.94693808,inactive,,0,active agonist,8.803531834,106.305001,inconclusive antagonist,55.54653068,-44.32930358,inactive,SIGMA
144209145,NCGC00259496-01,2,47,,,,active agonist,active agonist,8.66922251,62.63213925,inactive,,0,inconclusive agonist,10.91390452,95.52376903,inactive,,0,inactive,SIGMA
144210893,NCGC00254520-01,2,47,,,,active agonist,active agonist,6.916661931,63.10128524,inconclusive antagonist,30.89559397,-59.00281371,active agonist,3.089559397,50.90197541,active antagonist,34.66542659,-103.5647245,inactive,LightBiologicals
144208629,NCGC00258982-01,2,47,,,,active agonist,active agonist,7.339947828,63.39740915,inactive,,0,active agonist,13.82588604,74.51035849,inactive,,0,inactive,SigmaAldrich
144210348,NCGC00254040-01,2,47,,,,active agonist,active agonist,8.70756147,66.04930252,inactive,,0,active agonist,5.088188769,70.66866538,inactive,,0,inactive,Enamine
144210438,NCGC00254046-01,2,47,,,,active agonist,active agonist,8.616287983,67.2778465,inactive,,0,active agonist,11.49000469,90.76907588,inactive,,0,inactive,SIGMA
144210698,NCGC00254315-01,2,47,,,,active agonist,active agonist,10.3489562,70.57780913,inactive,,0,active agonist,9.402208593,83.83751903,active antagonist,9.223516924,-31.22868979,inactive,LightBiologicals
144211045,NCGC00254634-01,2,47,,,,active agonist,active agonist,10.1522713,71.74581021,inactive,,0,active agonist,10.1522713,80.36166483,inactive,,0,inactive,Sigma DiscoveryCPR
144211064,NCGC00257519-01,2,47,,,,active agonist,active agonist,10.54945155,72.45318128,inactive,,0,active agonist,7.760622329,75.23606792,inactive,,0,inactive,Enamine
144210873,NCGC00254355-01,2,47,,,,active agonist,active agonist,9.765263421,74.01428611,inactive,,0,active agonist,13.27447323,88.98971456,inactive,,0,inactive,SIGMA
144208868,NCGC00259219-01,2,47,,,,active agonist,active agonist,10.51631681,75.33528214,inactive,,0,inconclusive agonist,17.65483492,200.5797329,inactive,,0,inactive,SigmaAldrich
144211335,NCGC00254920-01,2,47,,,,active agonist,active agonist,11.83667932,75.77980229,inactive,,0,active agonist,12.78095233,94.66456749,inactive,,0,inactive,SIGMA
144210880,NCGC00254336-01,2,47,,,,active agonist,active agonist,10.96217041,76.14616273,inactive,,0,active agonist,10.96217041,81.41643966,inactive,,0,inactive,LightBiologicals
144210923,NCGC00254316-01,2,47,,,,active agonist,active agonist,13.05932181,77.19655223,inactive,,0,active agonist,13.05932181,106.6835257,inactive,,0,inactive,SIGMA
144213423,NCGC00256988-01,2,47,,,,active agonist,active agonist,11.61171984,78.3968389,inactive,,0,active agonist,11.61171984,114.7230339,inactive,,0,inactive,SIGMA
251919802,NCGC00357009-01,2,47,,,,active agonist,active agonist,12.94177625,79.40620269,inactive,,0,active agonist,8.165708775,68.13092792,inactive,,0,,LightBiologicals
144210362,NCGC00254019-01,2,47,,,,active agonist,active agonist,12.78095233,83.79847983,inactive,,0,active agonist,11.39103575,94.2515978,inactive,,0,inactive,Enamine
144211043,NCGC00254632-01,2,47,,,,active agonist,active agonist,15.70613637,85.3735965,inactive,,0,active agonist,11.77794072,90.85674475,inactive,,0,inactive,SIGMA
144209573,NCGC00259924-01,2,47,,,,active agonist,active agonist,22.16710227,102.3190781,inactive,,0,active agonist,30.13299212,82.64243405,inactive,,0,inactive,SIGMA
170466397,NCGC00014702-15,2,47,,,,active agonist,active agonist,23.01409423,117.5954671,inactive,,0,active agonist,20.12150931,165.6817804,inactive,,0,inactive,SIGMA
144210965,NCGC00254556-01,2,47,,,,active agonist,active agonist,24.54124262,118.1154304,inactive,,0,active agonist,21.87240551,190.7000044,inactive,,0,inconclusive,SIGMA
251919914,NCGC00357242-01,2,46,,,,active agonist,active agonist,4.896621656,45.92802983,inactive,,0,active agonist,5.494099862,64.50651302,inconclusive antagonist,58.19645745,-72.29740599,,Sigma Chemical Company
144207308,NCGC00257664-01,2,46,,,,active agonist,active agonist,5.799714643,46.29792018,inactive,,0,inconclusive agonist,4.349172427,54.29720979,inactive,,0,inactive,SIGMA
170466895,NCGC00161422-04,2,46,,,,active agonist,active agonist,4.77156181,46.77096945,active agonist,5.563232635,55.21678205,active agonist,9.892982048,212.5182434,active antagonist,8.485170121,-55.53463466,inconclusive,Tocris
144211270,NCGC00254855-01,2,46,,,,active agonist,active agonist,5.494099862,47.13376279,inactive,,0,inconclusive agonist,,,inactive,,0,inactive,SIGMA
144210966,NCGC00254557-01,2,46,,,,active agonist,active agonist,5.481330564,50.08255019,inactive,,0,active agonist,8.360251222,59.75547524,inactive,,0,inactive,SIGMA
144210866,NCGC00254401-01,2,46,,,,active agonist,active agonist,5.18676473,50.75983139,inactive,,0,active agonist,4.622708932,73.47521876,inconclusive antagonist,,,inactive,SIGMA
144210937,NCGC00254354-01,2,46,,,,active agonist,active agonist,6.321002528,50.8744295,inactive,,0,active agonist,6.321002528,71.11987426,inactive,,0,inactive,SIGMA
144210834,NCGC00254363-01,2,46,,,,active agonist,active agonist,11.00591917,64.23922512,inactive,,0,active agonist,9.260326921,69.37767814,inconclusive antagonist,31.01889474,-33.18307993,inactive,Acros
144210374,NCGC00254021-01,2,46,,,,active agonist,active agonist,10.3489562,65.49930462,inactive,,0,active agonist,8.70756147,87.14505148,inactive,,0,inactive,Enamine
144211859,NCGC00255757-01,2,46,,,,active agonist,active agonist,13.02856395,66.34921709,inactive,,0,active agonist,11.61171984,64.21519839,inconclusive antagonist,36.71948225,-44.90367841,inactive,LightBiologicals
144209571,NCGC00259922-01,2,46,,,,active agonist,active agonist,12.19449231,70.20559599,inactive,,0,active agonist,12.19449231,86.66995874,inactive,,0,inactive,Battelle Memorial
144211317,NCGC00254902-01,2,46,,,,active agonist,active agonist,13.8005549,70.21783912,inactive,,0,active agonist,11.39103575,55.90224009,inactive,,0,inactive,SIGMA
144207644,NCGC00258000-01,2,46,,,,active agonist,active agonist,12.92025101,73.22750043,inactive,,0,active agonist,9.146837234,80.23312553,inactive,,0,inactive,SigmaAldrich
144207952,NCGC00258308-01,2,46,,,,active agonist,active agonist,12.47603599,73.36944947,inactive,,0,active agonist,21.3505935,79.18606862,inactive,,0,inactive,SIGMA
144208283,NCGC00258637-01,2,46,,,,active agonist,active agonist,17.28887686,76.13865826,inactive,,0,active agonist,24.42118767,62.44741378,inactive,,0,inactive,SIGMA
144207829,NCGC00258185-01,2,46,,,,active agonist,active agonist,14.06776351,76.66838437,inactive,,0,active agonist,11.61159089,89.7654275,inactive,,0,inactive,SigmaAldrich
144208282,NCGC00258636-01,2,46,,,,active agonist,active agonist,17.03643686,76.8467529,inactive,,0,active agonist,14.61208201,74.96652998,inactive,,0,inactive,Alfa Aesar
144209838,NCGC00260188-01,2,46,,,,active agonist,active agonist,17.63352338,77.31841257,inactive,,0,active agonist,12.9719649,76.65024467,inactive,,0,inactive,Io-li-tec
144211316,NCGC00254901-01,2,46,,,,active agonist,active agonist,17.08391064,79.71155589,inactive,,0,active agonist,22.34878708,105.466269,inactive,,0,inactive,SIGMA
144209144,NCGC00259495-01,2,46,,,,active agonist,active agonist,18.0955511,80.03917526,inactive,,0,active agonist,15.52047995,93.7775289,inactive,,0,inactive,SIGMA
144210591,NCGC00253999-01,2,46,,,,active agonist,active agonist,16.91785635,81.7761132,inactive,,0,active agonist,6.481546887,60.89861103,inactive,,0,inactive,SIGMA
144213104,NCGC00256375-01,2,46,,,,active agonist,active agonist,17.37599492,81.97801145,inactive,,0,active agonist,17.37599492,108.1860738,inactive,,0,inactive,LightBiologicals
144208512,NCGC00258866-01,2,46,,,,active agonist,active agonist,20.75250681,90.52073115,inactive,,0,active agonist,14.69164971,99.52524525,inactive,,0,inactive,SIGMA
144210111,NCGC00260459-01,2,46,,,,active agonist,active agonist,20.91190282,96.60421386,inconclusive agonist,17.59517343,29.95597456,active agonist,20.91190282,208.7286648,inconclusive antagonist,11.10180391,-37.49545626,inactive,SIGMA
251919981,NCGC00357111-01,2,46,,,,active agonist,active agonist,23.61728019,104.5728591,active agonist,36.02161789,275.1140006,active agonist,45.34853014,861.4270872,inactive,,0,,Sigma Chemical Company
144210607,NCGC00254024-01,2,45,,,,active agonist,active agonist,4.343788178,38.5962786,inconclusive agonist,46.01173798,57.49656796,active agonist,5.792534619,72.48232593,inactive,,0,inactive,LightBiologicals
144210956,NCGC00254314-01,2,45,,,,active agonist,active agonist,8.220468112,44.46232754,inactive,,0,active agonist,13.02856395,68.55747932,inactive,,0,inactive,EPA
144210784,NCGC00254499-01,2,45,,,,active agonist,active agonist,6.916661931,49.16448228,inactive,,0,active agonist,6.656253937,61.0799478,inactive,,0,inactive,Pfizer
144209418,NCGC00259769-01,2,45,,,,active agonist,active agonist,9.641088756,50.85342562,inactive,,0,active agonist,6.825368142,78.9150645,inactive,,0,inactive,SIGMA
144208291,NCGC00258645-01,2,45,,,,active agonist,active agonist,8.243606158,51.63725166,inactive,,0,active agonist,6.936130171,85.76074662,inconclusive antagonist,43.76402274,-54.7610623,inactive,SIGMA
170465725,NCGC00091532-06,2,45,,,,active agonist,active agonist,10.68219629,51.86033182,inactive,,0,active agonist,12.4545265,51.51763664,active antagonist,19.73909426,-40.81421901,inactive,Bosche
144214007,NCGC00091532-04,2,45,,,,active agonist,active agonist,10.42288001,53.96161414,inconclusive antagonist,39.55614216,-41.22158411,active agonist,9.279923349,61.98439761,active antagonist,44.29453104,-94.57194392,inactive,SIGMA
144207927,NCGC00258283-01,2,45,,,,active agonist,active agonist,11.56267304,56.05122709,inactive,,0,inconclusive agonist,12.48508714,59.18234451,inconclusive antagonist,49.70402717,-115.2437143,inactive,Interchem
144212565,NCGC00255244-01,2,45,,,,active agonist,active agonist,13.8005549,58.34689711,inactive,,0,active agonist,25.50135253,96.15719944,active antagonist,46.22708932,-64.13273914,inactive,LightBiologicals
144211090,NCGC00254677-01,2,45,,,,active agonist,active agonist,11.70212409,61.03519879,inactive,,0,active agonist,14.45211358,89.00614451,inactive,,0,inactive,SIGMA
144210841,NCGC00254334-01,2,45,,,,active agonist,active agonist,12.2997575,61.40342591,inactive,,0,active agonist,13.8005549,86.51347214,inactive,,0,inactive,LightBiologicals
144211126,NCGC00254713-01,2,45,,,,active agonist,active agonist,15.39169263,61.99425243,inactive,,0,active agonist,13.20139163,64.90577132,inconclusive antagonist,43.37968379,-60.55277711,inactive,Crescent
144207337,NCGC00257693-01,2,45,,,,active agonist,active agonist,12.23808387,62.25835702,inactive,,0,active agonist,9.355063915,62.3358023,inactive,,0,inactive,SIGMA
144210396,NCGC00254001-01,2,45,,,,active agonist,active agonist,15.48447727,66.23499201,inactive,,0,active agonist,14.61828918,67.09866598,inactive,,0,inactive,SIGMA
144207622,NCGC00257978-01,2,45,,,,active agonist,active agonist,15.51100422,66.31959192,inactive,,0,active agonist,37.49499059,62.51397856,inactive,,0,inactive,SigmaAldrich
144211348,NCGC00254933-01,2,45,,,,active agonist,active agonist,15.48447727,66.58773169,inactive,,0,active agonist,13.8005549,58.08148425,inactive,,0,inactive,SIGMA
144207666,NCGC00258022-01,2,45,,,,active agonist,active agonist,17.43340518,70.23523642,inactive,,0,inconclusive agonist,12.34190571,73.56770456,inactive,,0,inactive,Sensient
144211944,NCGC00255386-01,2,45,,,,active agonist,active agonist,16.71975395,71.00271347,inactive,,0,active agonist,15.48447727,75.07107942,inconclusive antagonist,51.8676473,-34.3906993,inactive,SIGMA
144212809,NCGC00256644-01,2,45,,,,active agonist,active agonist,21.87508156,75.13337364,inactive,,0,active agonist,21.87508156,69.12559085,inactive,,0,inactive,MP Biomedicals
144212422,NCGC00255852-01,2,45,,,,active agonist,active agonist,17.86029254,76.10052495,inactive,,0,active agonist,21.22699746,120.0164269,inconclusive antagonist,15.02756337,-51.86802147,inactive,Acros
144211662,NCGC00255807-01,2,45,,,,active agonist,active agonist,23.16842701,83.05668968,inactive,,0,active agonist,29.16732152,126.4273827,inactive,,0,inactive,SIGMA
170466049,NCGC00015542-07,2,45,,,,active agonist,active agonist,22.14762803,83.14995478,inactive,,0,active agonist,24.85004737,91.1333,inactive,,0,inactive,Prestwick
144211730,NCGC00256117-01,2,45,,,,active agonist,active agonist,32.10430074,99.06495991,inactive,,0,active agonist,24.54124262,169.0217548,inconclusive antagonist,21.87240551,-50.42030438,inconclusive,Sigma DiscoveryCPR
144210602,NCGC00254039-01,2,44,,,,active agonist,active agonist,5.819645745,35.92766415,inactive,,0,active agonist,6.529749924,53.20134387,inactive,,0,inactive,SIGMA
144208276,NCGC00258631-01,2,44,,,,active agonist,active agonist,9.211104937,39.97018657,inactive,,0,active agonist,6.156185959,54.50530045,inactive,,0,inactive,SigmaAldrich
144210183,NCGC00260530-01,2,44,,,,active agonist,active agonist,8.706496104,43.80216539,inconclusive antagonist,24.53824001,-51.41135854,active agonist,5.493427661,44.67977394,active antagonist,47.11690382,-99.98803784,inactive,McKesson Chemical
144210744,NCGC00254402-01,2,44,,,,active agonist,active agonist,9.712522771,46.07064699,inactive,,0,active agonist,8.656295031,64.22260186,inactive,,0,inactive,Pfizer
144211369,NCGC00254954-01,2,44,,,,active agonist,active agonist,11.02792257,47.06978512,inactive,,0,active agonist,14.99087701,81.38886023,inactive,,0,inactive,ChemService
