PUBCHEM_SID,PUBCHEM_EXT_DATASOURCE_REGID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PUBCHEM_ASSAYDATA_REVOKE,Activity Summary,Ratio Activity,Ratio Potency (uM),Ratio Efficacy (%),530 nm Activity,530 nm Potency (uM),530 nm Efficacy (%),460 nm Activity,460 nm Potency (uM),460 nm Efficacy (%),Viability Activity,Viability Potency (uM),Viability Efficacy (%),Blue (460 nm) auto fluorescence outcome,Sample Source
170465265,NCGC00186653-01,3,30,,,,inconclusive agonist,inconclusive agonist,,12.13902543,inconclusive antagonist,26.83246392,-27.88382361,inconclusive agonist,,16.35560268,active antagonist,23.91445864,-73.08380251,inactive,Labotest
170466430,NCGC00184983-03,3,30,,,,inconclusive agonist,inconclusive agonist,,12.03870291,inactive,,0,active agonist,,18.22222705,inactive,,0,inactive,Prestwick
144208080,NCGC00258436-01,3,30,,,,inconclusive agonist,inconclusive agonist,,11.99574051,inactive,,0,active agonist,53.07957685,26.14231531,inactive,,0,fluorescent,SIGMA
144210818,NCGC00254337-01,3,30,,,,inconclusive agonist,inconclusive agonist,,11.84362569,active antagonist,57.09041697,-39.00166685,inconclusive agonist,,,active antagonist,30.89559397,-50.8266139,inactive,LightBiologicals
144212283,NCGC00255876-01,3,30,,,,inconclusive agonist,active agonist,,11.83365656,inconclusive antagonist,58.19645745,-38.61381748,active agonist,0.436411864,20.83663316,inactive,,0,inactive,LightBiologicals
170465375,NCGC00015436-11,3,30,,,,inconclusive agonist,inconclusive agonist,,11.78049601,inactive,,0,active agonist,,16.0953055,inactive,,0,inactive,Vitas
170466546,NCGC00178369-05,3,30,,,,inconclusive agonist,inconclusive agonist,,11.65113289,inactive,,0,active agonist,,16.23582189,inactive,,0,inactive,Microsource
170465856,NCGC00015964-17,3,30,,,,inconclusive agonist,inconclusive agonist,,11.62398433,inactive,,0,active agonist,,13.60684549,inconclusive antagonist,23.91445864,-46.06545465,inactive,Enzo
144210121,NCGC00260469-01,3,30,,,,inconclusive agonist,inconclusive agonist,,11.58770712,inactive,,0,active agonist,1.398293127,24.69279086,inactive,,0,inactive,SIGMA
144209424,NCGC00259775-01,3,30,,,,inconclusive agonist,inconclusive agonist,,11.22447077,inactive,,0,active agonist,54.57185267,21.62563826,inactive,,0,inactive,SigmaAldrich
170465319,NCGC00164559-03,3,30,,,,inconclusive agonist,active agonist,,10.85865473,active antagonist,23.91445864,-27.37138807,active agonist,,12.36234347,active antagonist,24.85004737,-43.82111124,inactive,Sequoia
144206840,NCGC00183830-01,3,30,,,,inconclusive agonist,inconclusive agonist,,10.79731747,inactive,,0,active agonist,23.01409423,21.57186736,inactive,,0,inconclusive,Pharmaron
144209462,NCGC00259813-01,3,30,,,,inconclusive agonist,inconclusive agonist,,10.66053896,inconclusive,,,active agonist,,15.75181573,inactive,,0,inactive,SIGMA
170466894,NCGC00015042-11,3,30,,,,inconclusive agonist,active agonist,,10.61984673,inactive,,0,active agonist,,16.68266954,inactive,,0,inactive,Tocris
144211669,NCGC00255839-01,3,30,,,,inconclusive agonist,inconclusive agonist,,10.49677247,inactive,,0,active agonist,,11.86919457,inactive,,0,inactive,SIGMA
144208176,NCGC00258531-01,3,30,,,,inconclusive agonist,inconclusive agonist,,10.17671949,inactive,,0,active agonist,,17.71486846,inactive,,0,inactive,SV Chembiotech
170466339,NCGC00024665-10,3,30,,,,inconclusive agonist,inconclusive agonist,,10.01815811,inconclusive antagonist,28.42238736,-22.44812842,inconclusive agonist,,12.84965636,inconclusive antagonist,,,inactive,"Prestwick Chemical, Inc."
170465880,NCGC00025158-02,3,30,,,,inconclusive agonist,inconclusive agonist,,9.63368883,inactive,,0,active agonist,,19.73303336,inactive,,0,inactive,Tocris
144207919,NCGC00258275-01,3,30,,,,inconclusive agonist (fluorescent),active agonist,3.835337776,78.14849257,inconclusive agonist,,,active agonist,7.951888558,222.9565684,inactive,,0,fluorescent,SIGMA
144210161,NCGC00260509-01,3,30,,,,inconclusive agonist (fluorescent),active agonist,8.050424586,22.24356847,active agonist,48.88235492,203.7840882,active agonist,33.3031607,170.8623537,inactive,,0,fluorescent,SIGMA
170466071,NCGC00166207-02,3,30,,,,inconclusive agonist (fluorescent),active agonist,20.51133307,82.39177969,active agonist,23.91445864,40.42054157,active agonist,22.14762803,210.3609108,inactive,,0,fluorescent,Vitas
170464706,NCGC00016016-18,3,30,,,,inconclusive agonist (fluorescent),active agonist,23.91445864,20.1884127,inactive,,0,active agonist,23.91445864,56.87901078,inactive,,0,fluorescent,Vitas
144209219,NCGC00259570-01,3,30,,,,inconclusive agonist (fluorescent),active agonist,36.42304547,41.16740192,inactive,,0,active agonist,37.1286868,82.90583626,inactive,,0,fluorescent,SIGMA
144207986,NCGC00258342-01,3,30,,,,inconclusive agonist (fluorescent),active agonist,38.39136238,30.91393012,inactive,,0,active agonist,43.91034588,75.23428964,inactive,,0,fluorescent,SIGMA
144213602,NCGC00257038-01,3,30,,,,inconclusive agonist (fluorescent),active agonist,38.90000714,48.5063759,inconclusive agonist,48.9722075,47.86239133,active agonist,45.35407856,138.6637212,inactive,,0,fluorescent,SIGMA
144208987,NCGC00259338-01,3,30,,,,inconclusive agonist (fluorescent),active agonist,40.74845923,63.06739475,active agonist,33.9581893,39.06149135,active agonist,45.72052324,185.1617152,inactive,,0,fluorescent,SIGMA
144211857,NCGC00255583-01,3,30,,,,inconclusive agonist (fluorescent),active agonist,44.25279257,25.39082187,inconclusive agonist,35.1512426,22.46627963,active agonist,44.25279257,61.73417857,inactive,,0,fluorescent,LightBiologicals
144211851,NCGC00255493-01,3,30,,,,inconclusive agonist (fluorescent),active agonist,48.96621656,48.05364497,inconclusive agonist,38.89524836,52.83003566,active agonist,52.8725044,138.107535,inactive,,0,fluorescent,LightBiologicals
144211385,NCGC00254969-01,3,30,,,,inconclusive agonist (fluorescent),active agonist,48.96621656,23.8574529,inactive,,0,active agonist,48.96621656,54.46480704,inactive,,0,fluorescent,SIGMA
144213150,NCGC00256495-01,3,30,,,,inconclusive agonist (fluorescent),active agonist,48.9722075,39.47255004,inconclusive agonist,,15.07923543,active agonist,48.9722075,81.66949236,inactive,,0,fluorescent,SIGMA
144210944,NCGC00254512-01,3,30,,,,inconclusive agonist (fluorescent),active agonist,51.27160361,26.46460304,active agonist,,16.89498629,active agonist,51.27160361,71.13988879,inactive,,0,fluorescent,SIGMA
144211232,NCGC00257522-01,3,30,,,,inconclusive agonist (fluorescent),active agonist,,19.15374482,inactive,,0,active agonist,48.96621656,47.23187815,inactive,,0,fluorescent,Enamine
144212253,NCGC00255394-01,3,30,,,,inconclusive agonist (fluorescent),active agonist,,18.76079441,inconclusive agonist,,,active agonist,35.03061469,51.76351003,inactive,,0,fluorescent,LightBiologicals
170464694,NCGC00015385-18,3,30,,,,inconclusive agonist (fluorescent),active agonist,,16.74585858,active agonist,21.3137837,147.5488339,active agonist,23.01409423,103.4772548,inactive,,0,fluorescent,Enzo
144207594,NCGC00257950-01,3,30,,,,inconclusive agonist (fluorescent),active agonist,,14.92058544,active agonist,51.20577753,20.85572462,active agonist,49.27791204,39.53938557,inactive,,0,fluorescent,SigmaAldrich
144207230,NCGC00257586-01,3,30,,,,inconclusive agonist (fluorescent),active agonist,,12.07113485,inactive,,0,active agonist,52.68354666,21.65111609,inactive,,0,fluorescent,SIGMA
170465046,NCGC00094857-05,3,30,,,,inconclusive agonist (fluorescent),active agonist,,11.7732767,inconclusive agonist,,,active agonist,17.59248628,28.96814848,inactive,,0,fluorescent,Vitas
144209439,NCGC00259790-01,3,5,,,,inconclusive,active agonist,0.659847441,24.62099405,active antagonist,0.48541166,-73.1160068,inactive,,0,active antagonist,0.48541166,-96.73453138,inactive,SigmaAldrich
144212321,NCGC00255834-01,3,5,,,,inconclusive,active agonist,0.691666193,25.11962963,active antagonist,0.508818877,-74.74984923,inactive,,0,active antagonist,0.419981231,-100.6765356,inactive,LightBiologicals
144210906,NCGC00254390-01,3,5,,,,inconclusive,active agonist,1.054945155,27.84921365,active antagonist,0.665625394,-77.07511236,inactive,,0,active antagonist,0.640565014,-104.0233771,inactive,LightBiologicals
144212317,NCGC00255964-01,3,5,,,,inconclusive,active agonist,1.278095233,28.6781276,active antagonist,1.096217041,-86.00105284,inactive,,0,active antagonist,0.870756147,-108.9476317,inactive,LightBiologicals
170465524,NCGC00091050-09,3,5,,,,inconclusive,active agonist,2.214762803,26.24865489,active antagonist,1.629273099,-75.90580198,inactive,,0,active antagonist,1.508900332,-107.9804563,inactive,Microsource
144211071,NCGC00254659-01,3,5,,,,inconclusive,active agonist,3.089559397,37.58413797,active antagonist,1.671975395,-76.98339178,inactive,,0,active antagonist,0.549409986,-74.34251246,inactive,SIGMA
144210727,NCGC00254380-01,3,5,,,,inconclusive,active agonist,3.089559397,36.33057611,active antagonist,0.471226691,-79.01173977,inactive,,0,active antagonist,0.360216179,-99.7856472,inactive,Sigma DiscoveryCPR
170465469,NCGC00178879-04,3,5,,,,inconclusive,active agonist,6.486253036,27.27629405,active antagonist,4.958236305,-74.31232798,inactive,,0,active antagonist,4.77156181,-118.1856789,inactive,Microsource
144213707,NCGC00257290-01,3,5,,,,inconclusive,active agonist,7.18725767,35.7708073,active antagonist,0.528725044,-76.31144081,inactive,,0,active antagonist,0.453485301,-101.8571305,inactive,SIGMA
144212493,NCGC00255169-01,3,5,,,,inconclusive,active agonist,7.760622329,25.60565974,active antagonist,5.494099862,-85.25476611,inactive,,0,active antagonist,10.1522713,-115.5393718,inactive,Acros
144208824,NCGC00259175-01,3,5,,,,inconclusive,active agonist,7.777716555,35.96864689,active antagonist,1.232685002,-78.564461,inactive,,0,active antagonist,0.906815173,-100.242914,inactive,SigmaAldrich
144209798,NCGC00260148-01,3,5,,,,inconclusive,active agonist,8.706496104,37.619378,active antagonist,2.549823251,-85.28941205,inactive,,0,active antagonist,1.183523114,-109.9125431,inactive,SIGMA
144211195,NCGC00254782-01,3,5,,,,inconclusive,active agonist,9.048221322,29.91539167,active antagonist,3.74308666,-75.36561834,inactive,,0,active antagonist,3.210430074,-103.5883595,inactive,Acros
170465514,NCGC00249897-01,3,5,,,,inconclusive,active agonist,9.520517464,26.15998302,active antagonist,4.958236305,-79.4420586,inactive,,0,active antagonist,7.56241583,-104.4172401,,GVK
144212112,NCGC00256111-01,3,5,,,,inconclusive,active agonist,9.770044661,41.98691125,active antagonist,0.665625394,-75.09032077,inactive,,0,active antagonist,0.691666193,-105.3602523,inactive,Sigma DiscoveryCPR
144209722,NCGC00260073-01,3,5,,,,inconclusive,active agonist,10.12991723,22.65875225,active antagonist,8.046479275,-75.91955681,inactive,,0,active antagonist,14.86868511,-100.7273619,inactive,SIGMA
144210861,NCGC00254242-01,3,5,,,,inconclusive,active agonist,10.1522713,44.99820032,active antagonist,1.139103575,-77.71764605,inactive,,0,active antagonist,1.328097264,-101.7064981,inactive,SIGMA
170465629,NCGC00181026-02,3,5,,,,inconclusive,active agonist,10.68219629,24.45539131,active antagonist,13.44808836,-89.58786751,inactive,,0,active antagonist,15.08900332,-106.7777948,inactive,SIGMA
170465473,NCGC00016373-08,3,5,,,,inconclusive,active agonist,10.68219629,23.89164603,active antagonist,26.83246392,-77.39113889,inactive,,0,active antagonist,25.82223844,-100.9794155,inactive,Microsource
144207774,NCGC00258130-01,3,5,,,,inconclusive,active agonist,11.76430594,35.80773202,active antagonist,8.992897492,-86.04937277,inactive,,0,active antagonist,9.710307364,-99.36537584,inactive,Cytec
144212722,NCGC00255557-01,3,5,,,,inconclusive,active agonist,12.2997575,20.31627802,active antagonist,8.70756147,-82.19523971,inactive,,0,active antagonist,1.490149639,-101.5546643,inactive,Crescent
144209705,NCGC00260056-01,3,5,,,,inconclusive,active agonist,13.05901432,33.04312991,active antagonist,8.239680995,-86.5473778,inactive,,0,active antagonist,10.37314379,-103.983938,inactive,TCI
170465455,NCGC00253592-01,3,5,,,,inconclusive,active agonist,13.44808836,29.4347639,active antagonist,13.97420857,-85.58931109,inactive,,0,active antagonist,12.94177625,-110.7531318,,GVK
170466521,NCGC00018301-05,3,5,,,,inconclusive,active agonist,15.08900332,34.89485479,active antagonist,17.59248628,-90.08599718,inactive,,0,active antagonist,15.08900332,-108.1707096,inactive,Microsource
144209719,NCGC00260070-01,3,5,,,,inconclusive,active agonist,15.49016097,26.65599946,active antagonist,15.49016097,-86.49540935,inactive,,0,active antagonist,4.365720529,-85.95407949,inactive,Sensient
144209811,NCGC00260161-01,3,5,,,,inconclusive,active agonist,15.4920556,30.24245149,active antagonist,14.90878943,-78.42393216,inactive,,0,active antagonist,18.06241074,-89.49378843,inactive,Cytec
144208873,NCGC00259224-01,3,5,,,,inconclusive,active agonist,16.29916529,20.47606271,active antagonist,0.916569421,-53.91312575,inactive,,0,active antagonist,6.488814577,-80.90003475,inactive,SigmaAldrich
144207779,NCGC00258135-01,3,5,,,,inconclusive,active agonist,16.69111898,28.41536995,active antagonist,17.34411402,-88.03516801,inactive,,0,active antagonist,19.46041601,-103.7371705,inactive,Io-li-tec
144209457,NCGC00259808-01,3,5,,,,inconclusive,active agonist,17.29949713,33.95672305,active antagonist,11.78601018,-81.55974016,inactive,,0,active antagonist,2.960511906,-104.4062833,inactive,SIGMA
170465652,NCGC00167547-02,3,5,,,,inconclusive,inconclusive agonist,18.99592971,45.86417767,active antagonist,14.52091178,-68.58559808,inactive,,0,active antagonist,11.98562137,-89.33280247,inactive,SIGMA
144207948,NCGC00258304-01,3,5,,,,inconclusive,active agonist,19.43895865,23.26582843,active antagonist,20.98970472,-79.53295595,inactive,,0,active antagonist,20.19945551,-68.82935596,inactive,Io-li-tec
170466197,NCGC00165865-02,3,5,,,,inconclusive,active agonist,20.51133307,38.4670528,active antagonist,13.44808836,-90.65265008,inactive,,0,active antagonist,13.97420857,-111.7558752,inactive,Bosche
170465729,NCGC00094819-07,3,5,,,,inconclusive,active agonist,20.51133307,28.44719534,inconclusive antagonist,26.83246392,-99.02959639,inactive,,0,active antagonist,26.83246392,-97.96322053,inactive,Microsource
144208226,NCGC00258581-01,3,5,,,,inconclusive,active agonist,20.60846694,33.16232265,active antagonist,14.87233019,-90.29608032,inactive,,0,active antagonist,18.01823936,-97.20456296,inactive,SIGMA
144208007,NCGC00258363-01,3,5,,,,inconclusive,active agonist,20.81826464,29.67786824,active antagonist,16.22225381,-85.35068864,inactive,,0,active antagonist,20.42260756,-99.52123831,inactive,Io-li-tec
170465422,NCGC00018258-10,3,5,,,,inconclusive,inconclusive agonist,21.3137837,48.69649049,active antagonist,8.165708775,-75.03394525,inactive,,0,active antagonist,15.08900332,-90.06199585,inactive,Microsource
170466615,NCGC00095016-05,3,5,,,,inconclusive,active agonist,21.3137837,32.97141604,active antagonist,13.44808836,-83.00348885,inactive,,0,active antagonist,14.52091178,-109.8333906,inactive,Microsource
144208727,NCGC00259079-01,3,5,,,,inconclusive,active agonist,21.98217014,33.273777,active antagonist,14.4124307,-79.44634756,inactive,,0,active antagonist,14.4124307,-100.5399447,inactive,SigmaAldrich
144207947,NCGC00258303-01,3,5,,,,inconclusive,active agonist,22.14296604,37.00228055,active antagonist,11.98309844,-80.75354968,inactive,,0,active antagonist,11.98309844,-96.80086806,inactive,Sensient
170465598,NCGC00016064-12,3,5,,,,inconclusive,active agonist,22.14762803,31.29872969,inconclusive antagonist,26.83246392,-88.24076444,inactive,,0,active antagonist,23.91445864,-130.384192,inactive,Microsource
170465995,NCGC00164603-04,3,5,,,,inconclusive,active agonist,22.14762803,28.39211928,active antagonist,18.28074485,-81.44736842,inactive,,0,active antagonist,20.51133307,-114.4189733,inactive,Sequoia
144210574,NCGC00254071-01,3,5,,,,inconclusive,active agonist,22.93186936,28.08641608,active antagonist,30.58013927,-90.95202634,inactive,,0,active antagonist,36.34456364,-105.8816623,inactive,Pharma
144209654,NCGC00260005-01,3,5,,,,inconclusive,active agonist,22.95599217,40.26875568,active antagonist,17.88803908,-83.59592431,inactive,,0,active antagonist,11.50525021,-102.0429432,inactive,SIGMA
170465226,NCGC00177980-03,3,5,,,,inconclusive,active agonist,23.01409423,23.08754715,active antagonist,15.08900332,-83.45796586,inactive,,0,inconclusive antagonist,26.83246392,-100.4865928,inactive,Microsource
